id,created_at,door_1,inside_1,door_2,inside_2,door_3,inside_3,door_4,inside_4,door_5,inside_5,door_6,inside_6,door_7,inside_7,door_8,inside_8,door_9,inside_9,door_10,inside_10,door_11,inside_11,door_12,inside_12,door_13,inside_13,door_14,inside_14,door_15,inside_15,behavior,description
1649,2024-05-13 07:26:21+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1650,2024-05-13 07:26:22+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1651,2024-05-13 07:26:23+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1652,2024-05-13 07:26:24+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1653,2024-05-13 07:26:25+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1654,2024-05-13 07:26:26+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1655,2024-05-13 07:26:27+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1656,2024-05-13 07:26:28+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1657,2024-05-13 07:26:29+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1658,2024-05-13 07:26:30+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1659,2024-05-13 07:26:31+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1660,2024-05-13 07:26:32+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1661,2024-05-13 07:26:33+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1662,2024-05-13 07:26:34+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1663,2024-05-13 07:26:35+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1664,2024-05-13 07:26:36+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1665,2024-05-13 07:26:37+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1666,2024-05-13 07:26:38+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1667,2024-05-13 07:26:39+00,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1668,2024-05-13 07:26:40+00,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1669,2024-05-13 07:26:41+00,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1670,2024-05-13 07:26:42+00,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1671,2024-05-13 07:26:43+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1672,2024-05-13 07:26:44+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1673,2024-05-13 07:26:45+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1674,2024-05-13 07:26:46+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1675,2024-05-13 07:26:47+00,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1676,2024-05-13 07:26:48+00,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1677,2024-05-13 07:27:05+00,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1678,2024-05-13 07:27:06+00,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1679,2024-05-13 07:27:07+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1680,2024-05-13 07:27:08+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1681,2024-05-13 07:27:09+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1682,2024-05-13 07:27:10+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1683,2024-05-13 07:27:11+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1684,2024-05-13 07:27:12+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Other,2306 - 3m - stay PASS - -1
1685,2024-05-13 07:27:13+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Far,Near,Other,2306 - 3m - stay PASS - -1
1686,2024-05-13 07:27:14+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1687,2024-05-13 07:27:15+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1688,2024-05-13 07:27:16+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1689,2024-05-13 07:27:17+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1690,2024-05-13 07:27:18+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1691,2024-05-13 07:27:19+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1692,2024-05-13 07:27:20+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1693,2024-05-13 07:27:21+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1694,2024-05-13 07:27:22+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1695,2024-05-13 07:27:23+00,Near,Near,Near,Near,Near,Near,Near,Far,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1696,2024-05-13 07:27:24+00,Near,Near,Near,Near,Near,Far,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1697,2024-05-13 07:27:25+00,Near,Near,Near,Far,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1698,2024-05-13 07:27:26+00,Near,Far,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1699,2024-05-13 07:27:27+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1700,2024-05-13 07:27:28+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1701,2024-05-13 07:27:29+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1702,2024-05-13 07:27:30+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1703,2024-05-13 07:27:31+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Other,2306 - 3m - stay PASS - -1
1704,2024-05-13 07:27:32+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1705,2024-05-13 07:27:33+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1706,2024-05-13 07:27:34+00,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1707,2024-05-13 07:27:35+00,Far,Near,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1708,2024-05-13 07:27:36+00,Far,Near,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1709,2024-05-13 07:27:37+00,Far,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1710,2024-05-13 07:27:38+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1711,2024-05-13 07:27:39+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1712,2024-05-13 07:27:40+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1713,2024-05-13 07:27:41+00,Near,Near,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1714,2024-05-13 07:27:42+00,Near,Near,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1715,2024-05-13 07:27:43+00,Near,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1716,2024-05-13 07:27:44+00,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1717,2024-05-13 07:27:45+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1718,2024-05-13 07:27:46+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1719,2024-05-13 07:27:47+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1720,2024-05-13 07:27:48+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1721,2024-05-13 07:27:49+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1722,2024-05-13 07:27:50+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1723,2024-05-13 07:27:51+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1724,2024-05-13 07:27:52+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1725,2024-05-13 07:27:53+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Other,2306 - 3m - stay PASS - -1
1726,2024-05-13 07:28:08+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Other,2306 - 3m - stay PASS - -1
1727,2024-05-13 07:28:09+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Other,2306 - 3m - stay PASS - -1
1728,2024-05-13 07:28:10+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1729,2024-05-13 07:28:11+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1730,2024-05-13 07:28:12+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1731,2024-05-13 07:28:13+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1732,2024-05-13 07:28:14+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1733,2024-05-13 07:28:15+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1734,2024-05-13 07:28:16+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1735,2024-05-13 07:28:17+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1736,2024-05-13 07:28:18+00,Near,Far,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1737,2024-05-13 07:28:19+00,Near,Far,Near,Far,Near,Far,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1738,2024-05-13 07:28:20+00,Near,Far,Near,Far,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1739,2024-05-13 07:28:21+00,Near,Far,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1740,2024-05-13 07:28:22+00,Near,Near,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1741,2024-05-13 07:28:23+00,Near,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1742,2024-05-13 07:28:24+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1743,2024-05-13 07:28:25+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1744,2024-05-13 07:28:26+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1745,2024-05-13 07:28:27+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1746,2024-05-13 07:28:28+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1747,2024-05-13 07:28:29+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1748,2024-05-13 07:28:30+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1749,2024-05-13 07:28:31+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1750,2024-05-13 07:28:32+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1751,2024-05-13 07:28:33+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1752,2024-05-13 07:28:34+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1753,2024-05-13 07:28:35+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Other,2306 - 3m - stay PASS - -1
1754,2024-05-13 07:28:36+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Immediate,Other,2306 - 3m - stay PASS - -1
1755,2024-05-13 07:28:37+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Immediate,Far,Immediate,Other,2306 - 3m - stay PASS - -1
1756,2024-05-13 07:28:38+00,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Near,Far,Immediate,Far,Immediate,Far,Near,Other,2306 - 3m - stay PASS - -1
